amount,hour_of_day,Class
201.7950047367915,6,0
244.46159618366363,10,0
71.60932369329038,7,0
69.61843775511993,5,0
160.09499323084876,7,0
104.97190748878002,1,0
121.0550648511517,18,0
158.86194749542048,15,0
220.7323476346767,6,0
41.24824071376542,9,0
47.09367887275563,11,0
9.869603918736056,16,0
86.34140266094347,6,0
3.6604104210857,21,0
62.66069481821096,7,0
78.2294585687126,6,0
33.76306603145225,3,0
89.36325301461753,2,0
3.0975062101474546,18,0
3.806349928278938,14,0
172.93513695381358,3,0
44.65850242077447,8,0
13.588904129742799,12,0
73.86535882790156,17,0
146.96479404457352,20,0
24.311800342990335,15,0
97.52196186564929,0,0
8.921102898989728,3,0
5.306509591030941,17,0
75.7908940625521,7,0
77.79104426947421,19,0
101.4537448204616,15,0
129.49605629166842,20,0
372.3557008699993,10,0
72.62911192303562,19,0
39.00197141059788,20,0
158.56539797326863,20,0
31.585146543613728,20,0
57.798343127330135,18,0
8.17051685836699,22,0
2.5677609541474378,18,0
328.7379923268602,17,0
180.77676421150625,18,0
119.06427327993416,10,0
52.58596444651419,2,0
19.030653614210873,7,0
17.012074157285415,19,0
28.80059891265836,18,0
79.67906483133146,9,0
125.38492877767757,15,0
107.93903496967985,4,0
32.84122613889959,19,0
309.81034985563065,8,0
133.90174048752263,7,0
80.82304819313313,10,0
94.6030472037435,15,0
54.40378655320514,6,0
28.466129227406352,14,0
44.00141293231124,23,0
141.8181847756713,20,0
1.4498079720804276,19,0
12.338039223997605,22,0
4.709437695252053,16,0
4.1581451917292425,5,0
193.42030336156586,14,0
121.62406117006883,7,0
64.27845944128924,6,0
10.295691844781325,1,0
67.65179657972332,12,0
64.14503320943712,22,0
19.019471280022497,5,0
56.88991313023239,4,0
50.83366145832069,19,0
95.67224329131345,0,0
100.81145360409121,17,0
4.636232402053473,14,0
46.938400465506156,22,0
98.31249947827285,9,0
69.94394526077897,2,0
194.13494531754387,4,0
107.49747640549978,23,0
17.785286876730733,12,0
7.318243625624084,7,0
102.83941471088912,21,0
2.6869072667394427,20,0
88.13473778072907,1,0
281.7255455387152,8,0
85.67824455775444,16,0
49.13006922239072,17,0
103.08271578449819,12,0
61.29559740510913,0,0
78.88143605763202,11,0
283.81271462329994,19,0
48.792752735018716,19,0
324.9091861506754,20,0
235.75761837699193,4,0
21.789626094045,7,0
7.188415530315702,14,0
10.622533548163021,2,0
1.8389887847233704,5,0
9.920501165575415,12,0
114.88748725771671,11,0
7.384962694642702,18,0
38.41571882948685,17,0
186.3526040097277,23,0
2.354700318071151,0,0
168.45305061859585,6,0
33.10834668396295,11,0
12.575011982910764,9,0
119.31554084399134,11,0
99.13991764332202,10,0
209.94158140869467,3,0
132.82935787644004,18,0
162.69958059939782,5,0
33.13338623067386,8,0
19.533329604044695,19,0
138.87563960054248,9,0
164.42091832434195,4,0
465.70048901402305,12,0
53.2079354152605,8,0
46.52439119617327,1,0
149.7954503343587,17,0
41.67336709307531,20,0
267.0137924399326,0,0
195.48391571662492,23,0
56.035560944215966,20,0
138.97847164954612,11,0
140.4632986855017,9,0
10.883751880671802,1,0
232.8445680867632,8,0
70.37074897567544,1,0
175.133255752333,22,0
38.57354261645083,23,0
225.87905145459263,21,0
49.29884540601712,13,0
1.0896806615175478,10,0
235.79072969624536,22,0
9.572561054847526,10,0
38.46536333850389,16,0
299.69723831882857,3,0
300.79495401039895,12,0
85.19972910552637,6,0
99.92300803905246,15,0
59.50146636228576,0,0
34.7022778746197,12,0
39.84863345503897,0,0
111.63235799285063,10,0
139.58378736630772,5,0
156.81954162211485,19,0
155.88310318487416,2,0
9.563694654031945,11,0
68.20495965733559,4,0
5.928170644873779,8,0
79.74613156953929,11,0
58.255527498728355,9,0
218.66186642208012,18,0
43.21916194678851,4,0
12.450597755245086,4,0
15.430765454211937,8,0
143.34305470790937,19,0
96.2905679748035,16,0
10.660871224538544,9,0
8.785552166860509,20,0
120.72084716530998,0,0
7.554608952579714,21,0
172.51858538085813,15,0
122.4999753130005,14,0
8.484875058031207,22,0
8.86538677778067,16,0
431.54585620580923,19,0
46.883758255228955,12,0
46.305526047531245,0,0
167.55754032826772,7,0
294.21645379632434,4,0
426.8773939601984,5,0
139.98992301163418,22,0
47.202099961912566,19,0
8.719399369795726,13,0
150.12425404546258,21,0
81.7360407561493,22,0
55.20331253049737,10,0
236.82376754780904,5,0
11.788020797188024,10,0
67.85051093729543,12,0
1.1418589432541668,11,0
63.235436958292624,21,0
5.795043106592577,1,0
12.649099593117121,20,0
12.502623200745628,2,0
104.75683864069715,22,0
137.05977175964728,3,0
87.55537772028686,16,0
327.4720209102377,21,0
46.97965779202672,5,0
33.646915742055874,6,0
202.95025381702297,14,0
25.308206773185336,10,0
330.2870106251911,23,0
1.2228944358969307,2,0
350.25269228794815,5,0
4.4118998618501895,1,0
221.77212291600088,13,0
75.01432503493903,8,0
495.68286079260326,17,0
7.666137595445494,18,0
80.71096637333488,11,0
348.3575221256005,12,0
74.0443933181044,11,0
99.26282903811874,11,0
118.99012381167742,17,0
60.61277556769509,8,0
98.76741730080221,16,0
87.78258618057556,20,0
231.42327694826474,15,0
4.6511461743480975,16,0
32.98427258987584,20,0
300.39960058609313,23,0
220.9675828453486,7,0
60.817526195962,10,0
96.79330287389773,23,0
32.48734198951301,1,0
20.84041614360645,7,0
62.305859880409876,11,0
43.595353461673334,20,0
87.6243706006643,0,0
8.09222844331848,22,0
366.4960122522567,12,0
428.38655755525383,21,0
119.78638819127893,20,0
76.80784344120899,16,0
37.037930155436,13,0
168.09071674879968,13,0
115.43295836488157,15,0
17.747365410048836,16,0
241.83010919991276,5,0
172.89945113672712,6,0
299.1738525033436,0,0
129.36040041961343,14,0
95.04040195913728,19,0
54.170250659311336,20,0
269.9018361547118,17,0
201.039238004692,12,0
4.627293865312279,23,0
2.6720816866511363,1,0
47.234776158326284,18,0
166.36477229960863,14,0
436.4275468220168,11,0
16.30095099344797,14,0
90.17241302157358,17,0
47.947369975809615,13,0
350.3708554375963,5,0
184.59132074336347,11,0
182.21900464698572,19,0
63.24155711397735,22,0
53.5834936327349,5,0
31.93888921500612,8,0
5.802696384483622,3,0
200.04261400033104,16,0
838.0587196249614,1,1
817.2445597818082,15,0
569.4873400744333,23,0
81.0651592641394,13,0
146.52830902062607,7,0
289.6171682874436,13,0
189.47720147092457,1,0
28.415244458114653,15,0
59.88268273998645,3,0
13.829634431308865,0,0
308.0223786441709,22,0
93.18477025886182,19,0
25.96037254184837,13,0
111.38295391732503,7,0
96.26704347430717,2,0
44.342046229710604,4,0
12.053912139846927,5,0
111.34412835191021,21,0
367.30521209301884,7,1
147.9807080960515,5,0
73.4309860423515,5,0
191.1770111308484,3,0
80.27541190214875,6,0
82.31145809801471,23,0
209.27586432297716,18,0
51.6647313988117,6,0
14.388795539029894,2,0
2.920502143209468,7,0
140.70574526625856,0,0
96.83989670606796,0,0
121.76653477978765,13,0
23.948149349344348,5,0
14.661255122827866,9,0
1.4651476265668781,13,0
43.168726151506924,3,0
89.13973756649446,5,0
49.79818675611507,15,0
57.53195628284312,20,0
234.50615229814414,0,0
42.81026144251117,5,0
72.15250280723211,8,0
153.08717377197016,14,0
50.50801312991797,11,0
97.30904753530854,2,0
198.31406436843068,10,0
298.6190415374668,14,0
15.908187931483598,2,0
261.1662763042079,13,0
67.75027809955306,1,0
29.873545435139576,3,0
61.45869673706975,18,0
391.36530975805914,11,0
67.84912926673597,1,0
199.30801605024988,16,1
100.34862739576596,2,0
27.462846771560294,9,0
7.889530497623504,15,0
13.797521971241586,21,0
13.701842406700711,8,0
16.475990155667297,10,0
14.946006606751656,20,0
102.40840510758065,14,0
20.074635703448163,2,0
42.413931579480526,15,0
227.09741251283577,20,0
64.23811416465936,20,0
110.12890836523806,20,0
18.91285171132165,11,0
21.355098099509505,22,0
4.17272127175653,4,0
18.504734406558086,6,0
32.65481186311455,8,0
19.481181748310796,20,0
9.288590786036757,17,0
12.855621349335253,20,0
61.76293433653791,7,0
23.109220634509658,11,0
45.29811155109185,19,0
70.00051847143304,1,0
117.24574340125422,9,0
4.010573010001543,18,0
160.64942438261195,8,0
98.85936903672963,23,0
8.529543037633426,7,0
206.81346984880906,23,0
253.6693546378928,23,0
6.30228275601634,23,0
32.41768431286508,0,0
164.09351832266427,5,0
137.93572402143084,11,0
20.397963206180048,23,0
23.489903118153325,18,0
46.27851100243697,16,0
66.26625646686144,1,0
96.3001834058552,10,0
46.03125630003512,17,0
62.08911092209176,22,0
137.62289403898424,21,0
3.7372952321478463,10,0
29.093662188239723,17,0
124.94918749560257,7,0
225.57667543306135,14,0
71.67791122084009,8,0
75.95295023530689,14,0
11.336133854066338,6,0
59.314324608355086,19,0
76.060679905529,12,0
27.76928032606533,12,0
31.367461187854385,0,0
47.3664984802472,19,0
2.0275360750314513,3,0
38.872476125613574,23,0
23.755693562362985,3,0
39.67492302319827,3,0
12.756310328478126,12,0
221.20798999430247,1,0
90.03988138795597,22,0
113.66329578930316,14,0
155.67090323777913,3,0
69.00364218488852,5,0
9.093209451745585,2,0
77.02583632948226,6,0
88.39230578713736,5,0
136.82166488084093,2,0
56.50346493829821,3,0
13.648466672931223,9,0
33.37621802617039,20,0
45.111482547462344,8,0
103.82246116218616,5,0
84.57817212014196,19,0
44.020675965180615,10,0
430.6195772169812,6,0
93.08330084672093,17,0
27.079452875679994,3,0
10.734300462488685,4,0
16.58882925898259,3,0
28.230684939514095,3,0
17.516487495429402,12,0
20.64917454545804,15,0
33.56058482154465,13,0
19.0402433662887,10,0
227.07514493559154,1,0
8.363571259200016,21,0
74.34123501127027,13,0
52.830555648930236,23,0
403.86421660159203,23,0
11.88273456974049,6,0
50.72579937424304,10,0
348.9059664126715,3,0
200.62440619681547,6,0
169.86630340361793,15,0
29.827508353350463,5,0
18.739953278648752,5,0
110.45595986817835,1,0
265.0385094959955,23,0
81.36504219047423,7,0
84.77275614585865,6,0
32.847503081065085,23,0
146.74737584120885,13,0
20.707798214607084,8,0
39.108781311923266,14,0
55.414455006983054,21,0
70.84849626446984,17,0
27.76125835696058,11,0
12.198327214413544,22,0
94.31996574293565,18,0
34.05633684365418,12,0
87.04530682924437,6,0
16.76647527706798,9,0
65.61213780285276,9,0
76.05472481290778,1,0
5.321465145712133,13,0
41.03836013804232,12,0
14.43493268319316,21,0
6.5472258772524885,5,0
460.1201311395324,8,0
38.913002251942025,12,0
166.00706137698987,8,0
29.38888342934014,12,0
114.41413510203515,4,0
142.80662228282085,13,0
90.54465941691397,4,0
63.785664404527175,8,0
53.075781350537774,7,0
42.90433017039748,6,0
265.2556048220781,7,0
177.5607071141798,21,0
335.31763894156916,2,0
13.272854183610555,22,0
131.25513634605076,23,0
278.61272652612405,14,0
19.995580970079768,7,0
6.881031747249687,0,0
135.1393153188622,6,0
85.44271441986697,18,0
184.4077141321478,1,0
15.05582464141926,13,0
158.6050111031868,17,0
22.517977306702296,14,0
17.8715198965518,13,0
17.94446565599507,23,0
842.5516412820043,18,1
109.42136390159689,18,0
74.03759563460443,21,0
44.44614016780682,16,0
209.72026672943323,21,0
49.83127496974449,18,0
169.60826628480697,15,0
57.827488111388035,19,0
47.311956581773714,18,0
62.11610598996026,0,0
35.864527543064206,18,0
137.67773129369394,6,0
69.8602815695596,22,0
26.424253099706522,10,0
229.83398495505836,4,0
48.43317423587113,16,0
78.42823821777635,10,0
236.94956087096264,23,0
97.87993038573308,7,0
12.431461585777976,9,0
281.0616683932209,11,0
98.80769289348262,9,0
40.78263155513094,12,0
14.997682061642582,17,0
158.0001395680267,9,0
96.77755075628524,18,0
76.24138580490282,19,0
224.33033305364455,16,0
155.3990013696072,19,0
16.449132012634088,15,0
37.35625513958005,4,0
28.566961854883793,2,0
681.1840309342058,14,1
3.410753985783793,1,0
84.3713556386143,12,0
143.74137158597787,21,0
209.3667344385938,7,0
41.86745935450927,22,0
172.1807963541003,16,0
11.724388509877734,3,0
187.37439572116875,18,0
13.637963052807084,21,0
50.63146312098643,8,0
159.600536332649,22,0
16.242178992041616,14,0
26.039302244475092,8,0
128.10430976449055,23,0
127.30961719916947,20,0
102.48442087373908,8,0
118.4001709087617,13,0
78.24691011956382,22,0
29.00836992594099,20,0
42.41831937932634,15,0
20.040127451653184,23,0
239.08761393236517,22,0
87.56090546365985,16,0
51.224565947902235,12,0
61.99075063211633,8,0
294.2823736997211,14,0
16.646955012850068,6,0
441.22230455427706,0,1
70.49944407931773,0,0
94.53443180030727,4,0
1.8276180406497236,23,0
1028.3467612703482,8,1
268.9988536691252,11,0
83.27154639433977,5,0
119.28707405259583,12,0
255.74693578456262,7,0
122.83974533925182,14,0
16.551050912412173,5,0
85.87021498525603,5,0
93.3220857034015,3,0
55.18745039228211,10,0
133.3490303883392,20,0
272.3676885762475,17,0
259.78762130541173,2,0
59.936429630361765,2,0
12.017870455178418,11,0
418.91739891207067,20,0
182.5718110818443,20,0
13.31459597170634,5,0
253.6307940963276,20,0
203.94239312268633,5,0
73.15513859686492,7,0
89.47137868290748,14,0
50.916484340901356,17,0
5.631814924329379,19,0
40.82648863007412,15,0
162.38079110661786,5,0
0.4642784066342885,20,0
40.57138965901687,16,0
50.77780948546782,8,0
385.4415120619409,18,1
252.39254761530415,17,0
42.51771108907901,22,0
213.0532429792476,4,1
133.75089516655657,5,0
60.18777734923394,11,0
25.43824737027254,10,0
60.22823505761551,15,0
15.181992193138704,19,0
19.405450320809674,16,0
68.98880428028177,19,0
54.2876216256007,8,0
246.32927352528128,0,0
45.00345830397283,2,0
86.8902383785272,20,0
100.0390772517848,22,0
1.3180944825659227,8,0
108.9268197035989,21,0
19.60586401992482,18,0
324.59982722724266,12,0
16.09469043101801,22,0
53.55011145366069,13,0
44.60671882525156,19,1
576.8081615150759,18,0
69.75468656582261,22,0
90.48193240889458,6,0
6.943205082825417,3,0
138.61362552159991,11,0
23.56028382502632,22,0
228.33148568116303,13,0
22.958882816083335,1,0
21.157042980881585,0,0
3.723434185767217,17,0
63.87857932954639,19,0
83.20441036761805,7,0
6.796694017915647,2,0
149.40025935983724,5,0
60.38346502936217,21,0
74.31576545925968,12,0
58.11814717875803,8,0
256.0491006374607,8,1
82.01634571378747,19,0
16.87030067609555,8,0
20.08050862086255,14,0
197.89493282961402,12,0
292.0911709264685,21,0
46.73021874751386,15,0
31.5731365692666,1,0
103.28232650944571,13,0
52.54895676072463,5,0
2.571414873264703,1,0
16.978360329951062,7,0
125.86832598530455,3,0
107.56497823175357,20,0
2.7469857884440096,23,0
25.0992973866705,13,0
26.2761578950931,10,0
111.44147228278518,23,0
1.9907381292139406,13,0
10.993605860137281,11,0
160.90184272962415,15,0
19.667770945178535,5,0
105.76990889205769,19,0
27.20486222089952,0,0
10.474003348487132,11,0
27.861951641144728,6,0
128.1094813097032,7,0
193.58363374539294,8,0
177.32509999755644,1,0
50.61424894750884,16,0
110.2876778404595,19,0
22.939341032898078,12,0
34.69335886125168,4,0
226.65986286309044,9,0
1.3087188396285003,11,0
8.938713963044913,16,0
23.30502802398152,20,0
2.6890535224316885,5,0
20.020300329027275,2,0
87.47687287443667,14,0
54.71863183678004,6,0
223.18630208218275,5,0
170.06959030194784,3,0
41.8272805169032,18,0
30.032625214727855,4,0
47.753980810853776,2,0
89.23177501433052,8,0
31.206170981527286,5,0
97.85622455470876,12,0
52.663603927981114,21,0
80.30673665148444,19,0
57.29253950911121,3,0
34.87999752623331,1,0
296.52672211522037,3,0
144.2254503732636,7,0
15.095449812302085,12,0
202.85049277193238,9,0
66.83203296619165,17,0
224.95394902897434,8,0
160.87144539299004,0,0
55.37566192586073,12,0
2.272558947754012,17,0
31.290054777648667,14,0
78.00877556797963,1,0
100.36973319345364,10,0
29.825467992893888,13,0
15.007441883071554,21,0
180.13870871623917,14,0
416.06241631872336,13,0
74.5894546972087,15,0
18.83548636600739,22,0
31.787647172893287,14,0
1.8561887410766007,18,0
245.6888527693557,8,0
12.5281043846203,4,0
429.6203344340779,4,1
32.02813286027929,10,0
80.78355154069853,19,0
105.3888633986027,23,0
177.043919242236,3,0
23.120252750453584,19,0
1.1056729631697195,17,0
14.720807068739052,2,0
230.27715288531817,3,0
207.06013520531226,13,0
90.98443101964925,6,0
91.75837185053469,7,0
109.37342294075125,23,0
19.282202863855215,15,0
245.82095607713015,19,0
54.260963434631805,14,0
48.311079932786846,6,0
73.1716932622681,16,0
4.810466429197722,21,0
18.186170504927233,21,0
133.95390904239633,21,0
8.642827567184359,11,0
92.42022189851156,17,0
28.150003360044078,23,0
49.31422569251884,13,0
34.0652191954146,14,0
43.95484777228535,14,0
126.95639866386867,4,0
176.28576980277543,15,1
83.56435307057022,4,0
64.63597866902617,1,0
108.96659230926784,19,0
276.1921647512969,8,0
131.8905271255043,21,0
24.19956132440473,8,0
3.1679678824257844,3,0
30.416930200558788,14,0
90.40606518730972,10,0
5.279527809977468,0,0
68.59059560261889,17,0
90.84288399875602,0,0
40.683187793810035,7,0
147.36499591467347,15,0
11.271891476467799,21,0
7.811050579224702,17,0
130.26474102163928,21,0
68.41702266630686,8,0
116.6042655733141,11,0
57.06239991288573,18,0
28.289625375853163,17,0
170.98236985711958,4,0
160.652156396019,1,0
118.64488197091214,6,0
31.76536149880321,9,0
89.21608797234643,14,0
44.780997557982204,6,0
9.605073460665322,4,0
249.26998435376416,14,0
14.713044881952003,19,0
300.04906531227624,19,0
59.06010127908722,14,0
20.473028191346582,9,0
78.06698461517365,23,0
206.31417942820588,13,0
131.76077791304738,9,0
164.27938260737574,16,0
107.52377151704027,20,0
117.85538361415323,13,0
189.17719880502796,1,0
28.72395155401201,15,0
67.22176661712413,12,0
25.001312910612235,8,0
439.5558417405329,6,0
288.34637873204144,15,0
4.022510120537909,9,0
122.27315631957289,23,0
259.35835574752554,21,0
19.915282538785,8,0
83.92029176459023,21,0
247.086526412553,22,0
17.267761772105906,6,1
119.54104568928854,15,0
35.28949647452128,8,0
258.2248671355676,23,0
354.2469922622253,16,0
288.71736812409745,19,0
64.28614051984583,6,0
198.0810706735358,10,0
186.1427273299079,7,0
38.43405215195344,6,0
176.55975413946533,18,0
3.7709795268909727,19,0
90.70086402878069,11,0
26.13762411972857,6,0
12.847776747164405,7,0
8.007534330438276,6,0
119.1677949688237,5,0
41.532601306856705,8,0
129.01364372203776,12,0
6.758993548947433,6,0
37.87603814176782,7,0
77.54235144000495,21,0
156.40973333379875,16,0
38.38296070401589,16,0
98.32090864021626,15,0
217.136165872427,21,0
478.3782545360431,1,1
26.52156429658495,7,0
2.4703413744155225,16,0
204.09816863741815,12,0
2.1498864160261313,17,0
207.70577666041703,23,0
75.27637204695544,21,0
279.7991842792663,9,0
160.33725230231252,1,0
618.2194410847326,1,0
43.18786168482837,13,0
145.75252591114577,15,0
51.404900262294085,6,0
65.36873042851913,20,0
493.76645381405774,20,1
206.891406403239,23,0
414.03970368413087,11,0
146.2197110339225,22,0
54.088419359114184,13,0
54.706957581902415,3,0
133.78177759736656,3,0
27.28291200595943,17,0
11.706666958066148,2,0
43.79193315941165,0,0
33.860910641782596,16,0
35.14146897323055,6,0
26.606116595949675,15,0
4.300478093734732,4,0
1.803560283194906,18,0
439.99779791123024,6,0
55.821974689210194,13,0
48.50387274553179,1,0
113.83326486264471,2,0
24.622525594093332,16,0
299.4956253739776,15,0
154.33927818755862,7,0
9.366363864100695,17,0
54.056477403338974,14,0
211.29429601408535,6,0
289.5561603120832,8,0
62.99874431013923,5,0
95.03941725764365,17,0
18.276238925679856,17,0
472.9444686092813,23,0
26.35381650176833,13,0
286.0009331493888,13,0
104.881305946856,13,0
93.5822222872194,3,0
71.88517525924412,3,0
26.223502805196265,14,0
19.422577002336727,14,0
24.908489862050676,17,0
20.633346355455018,13,0
151.22407575727965,0,0
43.097564107307434,9,0
5.958300833276848,19,0
347.70842165267743,9,0
215.23209700260003,9,0
262.76545538067546,23,0
528.0049769049707,1,0
19.103369657618533,7,0
50.45818548938807,0,0
141.98034754812707,0,0
119.07954024213375,3,0
16.711288479350685,6,0
169.19130029863152,8,0
25.41706672405863,15,0
25.336775396964306,4,0
76.9972984290837,1,0
89.8794524186919,22,0
86.77058455294674,10,0
9.594590297101375,17,0
209.93248112914236,18,0
30.870149766701555,12,0
13.870466096940032,23,0
219.59580984800334,10,0
311.5676352753279,19,0
198.14267844749622,18,0
165.81874697336124,16,0
106.491250119862,4,0
80.04147815698988,12,0
9.100489675235082,19,0
52.50144999102648,0,0
46.63120786306161,9,0
30.077242347628445,7,0
128.52555799970685,23,0
68.49324839176536,7,0
8.451944723555854,18,0
24.869626118041648,5,0
114.9670127597249,11,0
7.918484019491231,6,0
190.51986230442049,15,0
68.34870443120784,8,0
65.50551374355909,20,0
89.74880765880748,21,0
174.11479129444766,9,0
42.74181339452152,9,0
566.6269489614256,9,1
83.40933410349736,19,0
31.064814560107074,15,0
210.89114354403586,0,0
159.66501337527325,16,0
107.42665693848761,20,0
190.10057185416065,13,0
201.96206382205298,18,0
123.22453209093109,20,0
181.40868506209324,20,0
119.55796643719839,16,0
113.9874291728865,13,0
96.39364190221882,7,0
139.72203916260642,20,0
17.2694175461279,20,0
212.75463180521533,8,0
205.45033221429355,7,0
2.9683511543022014,12,0
174.76473762753136,16,0
13.796390740375564,18,0
